;Preco;Marca;Nome;Modelo;Km;Ano;Estado;Regiao;Loja
1416;73.500;Mitsubishi;Pajero;Tr4 Pajero Tr4 Flex Hp;117.400;2015;PR;Jardim Carvalho - Ponta Grossa;Vazio
1417;89.800;Jeep;Renegade;Sport At;58.900;2019;PR;Jardim Carvalho - Ponta Grossa;Vazio
1418;73.500;Fiat;Cronos;Drive;34.560;2020;PR;Jardim Carvalho - Ponta Grossa;Vazio
1419;69.000;Hyundai;Hb20x;Hb20x Style _4p_;52.491;2017;PR;Jardim Carvalho - Ponta Grossa;Vazio
1420;74.900;Chevrolet;Onix;1.4at Adv;20.000;2019;PR;Pacaembu - Cascavel;Vazio
1421;67.700;Hyundai;Hb20s;Hb 20s 1.6 Comfort Plus 16v;120.991;2019;PR;Sítio Cercado - Curitiba;Vazio
1422;57.000;Volkswagen;Spacefox;Novo Cl Sa;65.300;2016;PR;Boa Vista - Curitiba;Vazio
1423;64.900;Volkswagen;Voyage;1.6l Mb5;74.000;2020;PR;Capão Raso - Curitiba;Vazio
1424;56.000;Volkswagen;Saveiro;Nova Rb Mbvs;93.750;2018;PR;Jardim Carvalho - Ponta Grossa;Vazio
1425;87.999;Toyota;Yaris;1.5 16v Flex Sedan Xl Multidrive;32.629;2020;PR;Jardim Social - Curitiba;Vazio
1426;89.990;Toyota;Yaris;1.5 Xl Plus Connect 16v Cvt 5p;16.819;2020;PR;Tarumã - Curitiba;Vazio
1427;61.900;Chevrolet;Montana;Ls1;89.745;2018;PR;Orleans - Curitiba;Vazio
1428;74.900;Volkswagen;Virtus;1.6 Msi Flex 16v 5p Mec;28.300;2019;PR;Xaxim - Curitiba;Vazio
1429;89.900;Renault;Sandero;Stepway Stepway Iconic Flex 1.6 16v Aut;9.700;2022;PR;Xaxim - Curitiba;Vazio
1430;79.999;Fiat;Cronos;1.3 Firefly Flex Drive Manual;13.825;2021;PR;Jardim Social - Curitiba;Vazio
1431;66.990;Fiat;Argo;1.3 Drive Flex 5p;62.361;2018;PR;Tarumã - Curitiba;Vazio
1432;55.900;Ford;Ka;+ Sedan 1.0 Se Flex 4p;57.421;2020;PR;Santa Felicidade - Curitiba;Vazio
1433;87.990;Hyundai;Hb20x;Hb20x Evolution 1.6 At;20.000;2020;PR;Bacacheri - Curitiba;Vazio
1434;89.900;Renault;Sandero;Stepway Stepway Iconic Flex 1.6 16v Aut;4.300;2022;PR;Xaxim - Curitiba;Vazio
1435;59.900;Renault;Kwid;Outsider 1.0 Flex 12v 5p Mec;16.000;2021;PR;Xaxim - Curitiba;Vazio
1436;62.999;Ford;Ecosport;2.0 Se 16v Flex 4p Automático;151.830;2015;PR;Jardim Social - Curitiba;Vazio
1437;59.900;Fiat;Argo;Drive 1.0;56.979;2020;PR;Campina Grande do Sul;Vazio
1438;89.900;Renault;Sandero;Stepway Iconic Flex 1.6 16v Aut;4.200;2022;PR;Xaxim - Curitiba;Vazio
1439;79.800;Mitsubishi;Lancer;2.0 Cvt;46.500;2019;PR;Hauer - Curitiba;Vazio
1440;67.900;Ford;Focus;Sedan Focus Se At 2.0sc;82.000;2017;PR;Hauer - Curitiba;Vazio
1441;76.900;Renault;Duster;Dynamique 2.0 16v Aut;40.000;2018;PR;Hauer - Curitiba;Vazio
1442;66.890;Fiat;Argo;Drive 1.0 _4p_;73.310;2021;PR;Bacacheri - Curitiba;Vazio
1443;76.890;Renault;Sandero;Stepway 1.6 Hi-flex;55.610;2020;PR;Bacacheri - Curitiba;Vazio
1444;79.900;Volkswagen;Polo;1.6 Msi;26.815;2021;PR;São José dos Pinhais;Vazio
1445;75.900;Hyundai;Hb20;Hb20 Evolution 1.0 Mt;15.000;2021;PR;Centro - São José dos Pinhais;Vazio
1446;78.999;Volkswagen;Polo;1.6 Msi Total Flex Automático;49.632;2020;PR;Jardim Social - Curitiba;Vazio
1447;79.999;Jeep;Renegade;1.8 16v Flex 4p Manual;56.284;2017;PR;Jardim Social - Curitiba;Vazio
1448;80.000;Peugeot;2008;1.6 16v Griffe Flex Aut. 5p;54.500;2019;PR;São Lourenço - Curitiba;Vazio
1449;75.999;Volkswagen;Polo;1.6 Msi Total Flex Manual;43.441;2020;PR;Jardim Social - Curitiba;Vazio
1450;84.800;Ford;Ecosport;1.5 Ti-vct Flex Freestyle Automático;47.000;2019;PR;Tarumã - Curitiba;Vazio
1451;67.500;Renault;Fluence;Fluence Pri20a;82.000;2017;PR;Boa Vista - Curitiba;Vazio
1452;64.800;Toyota;Etios;1.5 X Plus Sedan 16v Flex 4p Automático;54.000;2019;PR;Tarumã - Curitiba;Vazio
1453;77.999;Renault;Duster;1.6 16v Sce Flex Dynamique Manual;88.133;2019;PR;Jardim Social - Curitiba;Vazio
1454;75.800;Volkswagen;Jetta;2.0 Tsi Highline Dsg;62.107;2016;PR;Arapongas;Vazio
1455;79.900;Ford;Fusion;Sel 2.5 16v 175cv Aut;92.000;2016;PR;Região do Lago - Cascavel;Vazio
1456;72.360;Volkswagen;Gol;1.0;528;2022;PR;Wenceslau Braz;Vazio
1457;88.000;Fiat;Strada;Freedom 13cs;109.375;2021;PR;Jardim Carvalho - Ponta Grossa;Vazio
1458;58.900;Chevrolet;Onix;Ltz 1.4 Mpfi 8v 4p Aut.;104.000;2015;PR;Maringá;Vazio
1459;64.990;Peugeot;Partner;Furgão Partner Furgao 1.6 3p;105.000;2019;PR;Hauer - Curitiba;Vazio
1460;64.900;Volkswagen;Voyage;1.6 Msi Total Flex 4p;12.800;2021;PR;Rebouças - Curitiba;Vazio
1461;67.900;Honda;Fit;Exl Cvt;85.866;2015;PR;Novo Mundo - Curitiba;Vazio
1462;89.900;Ford;Ecosport;2.0 16v Titanium Flex Aut. 5p;75.000;2019;PR;Vila Nova - Pitanga;Vazio
1463;88.000;Ford;Ecosport;1.5 Se Flex Aut. 5p 6 Marchas;11.000;2021;PR;Vila Nova - Pitanga;Vazio
